09:21:54.944626 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 3137509263:3137509351, ack 1695189999, win 913, options [nop,nop,TS val 424905307 ecr 40267142], length 88
09:29:42.013226 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 41124:41212, ack 1, win 913, options [nop,nop,TS val 425372459 ecr 40383909], length 88
09:29:43.015944 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 41212:41300, ack 1, win 913, options [nop,nop,TS val 425373462 ecr 40384159], length 88
09:29:44.017746 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 41300:41388, ack 1, win 913, options [nop,nop,TS val 425374464 ecr 40384410], length 88
09:29:45.019581 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 41388:41476, ack 1, win 913, options [nop,nop,TS val 425375466 ecr 40384660], length 88
09:29:46.021605 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 41476:41564, ack 1, win 913, options [nop,nop,TS val 425376468 ecr 40384911], length 88
09:29:47.024153 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 41564:41652, ack 1, win 913, options [nop,nop,TS val 425377471 ecr 40385161], length 88
09:29:48.027008 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 41652:41740, ack 1, win 913, options [nop,nop,TS val 425378474 ecr 40385412], length 88
09:29:49.029786 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 41740:41828, ack 1, win 913, options [nop,nop,TS val 425379477 ecr 40385663], length 88
09:29:50.031641 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 41828:41916, ack 1, win 913, options [nop,nop,TS val 425380479 ecr 40385913], length 88
09:29:51.033438 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 41916:42004, ack 1, win 913, options [nop,nop,TS val 425381481 ecr 40386164], length 88
09:29:52.036255 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 42004:42092, ack 1, win 913, options [nop,nop,TS val 425382484 ecr 40386414], length 88
09:29:53.039113 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 42092:42180, ack 1, win 913, options [nop,nop,TS val 425383487 ecr 40386665], length 88
09:29:54.042132 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 42180:42268, ack 1, win 913, options [nop,nop,TS val 425384490 ecr 40386916], length 88
09:29:55.045747 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 42268:42356, ack 1, win 913, options [nop,nop,TS val 425385494 ecr 40387166], length 88
09:29:56.048810 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 42356:42444, ack 1, win 913, options [nop,nop,TS val 425386497 ecr 40387417], length 88
09:29:57.051395 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 42444:42532, ack 1, win 913, options [nop,nop,TS val 425387500 ecr 40387668], length 88
09:29:58.054203 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 42532:42620, ack 1, win 913, options [nop,nop,TS val 425388503 ecr 40387919], length 88
09:29:59.056038 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 42620:42708, ack 1, win 913, options [nop,nop,TS val 425389505 ecr 40388169], length 88
09:30:00.058886 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 42708:42796, ack 1, win 913, options [nop,nop,TS val 425390508 ecr 40388420], length 88
09:30:01.060672 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 42796:42884, ack 1, win 913, options [nop,nop,TS val 425391510 ecr 40388671], length 88
09:30:02.062496 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 42884:42972, ack 1, win 913, options [nop,nop,TS val 425392512 ecr 40388921], length 88
09:30:03.064353 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 42972:43060, ack 1, win 913, options [nop,nop,TS val 425393514 ecr 40389172], length 88
09:30:04.066170 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 43060:43148, ack 1, win 913, options [nop,nop,TS val 425394516 ecr 40389422], length 88
09:30:05.068938 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 43148:43236, ack 1, win 913, options [nop,nop,TS val 425395519 ecr 40389672], length 88
09:30:06.070792 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 43236:43324, ack 1, win 913, options [nop,nop,TS val 425396521 ecr 40389923], length 88
09:30:07.072571 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 43324:43412, ack 1, win 913, options [nop,nop,TS val 425397523 ecr 40390174], length 88
09:30:08.075367 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 43412:43500, ack 1, win 913, options [nop,nop,TS val 425398526 ecr 40390424], length 88
09:30:09.077351 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 43500:43588, ack 1, win 913, options [nop,nop,TS val 425399528 ecr 40390675], length 88
09:30:10.079228 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 43588:43676, ack 1, win 913, options [nop,nop,TS val 425400530 ecr 40390925], length 88
09:30:11.081976 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 43676:43764, ack 1, win 913, options [nop,nop,TS val 425401533 ecr 40391176], length 88
09:30:12.083646 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 43764:43852, ack 1, win 913, options [nop,nop,TS val 425402535 ecr 40391426], length 88
09:30:13.086424 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 43852:43940, ack 1, win 913, options [nop,nop,TS val 425403538 ecr 40391677], length 88
09:30:14.089258 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 43940:44028, ack 1, win 913, options [nop,nop,TS val 425404541 ecr 40391928], length 88
09:30:15.092080 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 44028:44116, ack 1, win 913, options [nop,nop,TS val 425405544 ecr 40392178], length 88
09:30:16.094936 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 44116:44204, ack 1, win 913, options [nop,nop,TS val 425406547 ecr 40392429], length 88
09:30:17.097722 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 44204:44292, ack 1, win 913, options [nop,nop,TS val 425407550 ecr 40392680], length 88
09:30:18.099561 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 44292:44380, ack 1, win 913, options [nop,nop,TS val 425408552 ecr 40392930], length 88
09:30:19.102353 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 44380:44468, ack 1, win 913, options [nop,nop,TS val 425409555 ecr 40393181], length 88
09:30:20.105207 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 44468:44556, ack 1, win 913, options [nop,nop,TS val 425410558 ecr 40393431], length 88
09:30:21.108033 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 44556:44644, ack 1, win 913, options [nop,nop,TS val 425411561 ecr 40393682], length 88
09:30:22.109859 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 44644:44732, ack 1, win 913, options [nop,nop,TS val 425412563 ecr 40393933], length 88
09:30:23.111671 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 44732:44820, ack 1, win 913, options [nop,nop,TS val 425413565 ecr 40394183], length 88
09:30:24.114526 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 44820:44908, ack 1, win 913, options [nop,nop,TS val 425414568 ecr 40394434], length 88
09:30:25.117371 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 44908:44996, ack 1, win 913, options [nop,nop,TS val 425415571 ecr 40394685], length 88
09:30:26.119316 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 44996:45084, ack 1, win 913, options [nop,nop,TS val 425416573 ecr 40394935], length 88
09:30:27.122052 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 45084:45172, ack 1, win 913, options [nop,nop,TS val 425417576 ecr 40395186], length 88
09:30:28.124865 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 45172:45260, ack 1, win 913, options [nop,nop,TS val 425418579 ecr 40395436], length 88
09:30:29.126590 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 45260:45348, ack 1, win 913, options [nop,nop,TS val 425419581 ecr 40395687], length 88
09:30:30.128382 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 45348:45436, ack 1, win 913, options [nop,nop,TS val 425420583 ecr 40395938], length 88
09:30:31.130222 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 45436:45524, ack 1, win 913, options [nop,nop,TS val 425421585 ecr 40396188], length 88
09:30:32.132017 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 45524:45612, ack 1, win 913, options [nop,nop,TS val 425422587 ecr 40396438], length 88
09:30:33.133921 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 45612:45700, ack 1, win 913, options [nop,nop,TS val 425423589 ecr 40396689], length 88
09:30:34.135726 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 45700:45788, ack 1, win 913, options [nop,nop,TS val 425424591 ecr 40396939], length 88
09:30:35.138505 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 45788:45876, ack 1, win 913, options [nop,nop,TS val 425425594 ecr 40397190], length 88
09:30:36.141399 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 45876:45964, ack 1, win 913, options [nop,nop,TS val 425426597 ecr 40397441], length 88
09:30:37.143168 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 45964:46052, ack 1, win 913, options [nop,nop,TS val 425427599 ecr 40397691], length 88
09:30:38.144976 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 46052:46140, ack 1, win 913, options [nop,nop,TS val 425428601 ecr 40397942], length 88
09:30:39.146761 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 46140:46228, ack 1, win 913, options [nop,nop,TS val 425429603 ecr 40398192], length 88
09:30:40.148633 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 46228:46316, ack 1, win 913, options [nop,nop,TS val 425430605 ecr 40398443], length 88
09:30:41.150558 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 46316:46404, ack 1, win 913, options [nop,nop,TS val 425431607 ecr 40398693], length 88
09:30:42.153284 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 46404:46492, ack 1, win 913, options [nop,nop,TS val 425432610 ecr 40398944], length 88
09:30:43.156144 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 46492:46580, ack 1, win 913, options [nop,nop,TS val 425433613 ecr 40399194], length 88
09:30:44.158904 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 46580:46668, ack 1, win 913, options [nop,nop,TS val 425434616 ecr 40399445], length 88
09:30:45.160694 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 46668:46756, ack 1, win 913, options [nop,nop,TS val 425435618 ecr 40399696], length 88
09:30:46.162552 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 46756:46844, ack 1, win 913, options [nop,nop,TS val 425436620 ecr 40399946], length 88
09:30:47.164382 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 46844:46932, ack 1, win 913, options [nop,nop,TS val 425437622 ecr 40400197], length 88
09:30:48.167232 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 46932:47020, ack 1, win 913, options [nop,nop,TS val 425438625 ecr 40400447], length 88
09:30:49.169013 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 47020:47108, ack 1, win 913, options [nop,nop,TS val 425439627 ecr 40400698], length 88
09:30:50.171818 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 47108:47196, ack 1, win 913, options [nop,nop,TS val 425440630 ecr 40400948], length 88
09:30:51.173757 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 47196:47284, ack 1, win 913, options [nop,nop,TS val 425441632 ecr 40401199], length 88
09:30:52.175464 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 47284:47372, ack 1, win 913, options [nop,nop,TS val 425442634 ecr 40401449], length 88
09:30:53.177304 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 47372:47460, ack 1, win 913, options [nop,nop,TS val 425443636 ecr 40401700], length 88
09:30:54.180113 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 47460:47548, ack 1, win 913, options [nop,nop,TS val 425444639 ecr 40401950], length 88
09:30:55.181949 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 47548:47636, ack 1, win 913, options [nop,nop,TS val 425445641 ecr 40402201], length 88
09:30:56.184711 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 47636:47724, ack 1, win 913, options [nop,nop,TS val 425446644 ecr 40402451], length 88
09:30:57.186935 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 47724:47812, ack 1, win 913, options [nop,nop,TS val 425447646 ecr 40402702], length 88
09:30:58.190590 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 47812:47900, ack 1, win 913, options [nop,nop,TS val 425448650 ecr 40402953], length 88
09:30:59.192453 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 47900:47988, ack 1, win 913, options [nop,nop,TS val 425449652 ecr 40403204], length 88
09:31:00.194048 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 47988:48076, ack 1, win 913, options [nop,nop,TS val 425450654 ecr 40403454], length 88
09:31:01.195917 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 48076:48164, ack 1, win 913, options [nop,nop,TS val 425451656 ecr 40403704], length 88
09:31:02.197873 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 48164:48252, ack 1, win 913, options [nop,nop,TS val 425452658 ecr 40403955], length 88
09:31:03.200608 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 48252:48340, ack 1, win 913, options [nop,nop,TS val 425453661 ecr 40404205], length 88
09:31:04.202368 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 48340:48428, ack 1, win 913, options [nop,nop,TS val 425454663 ecr 40404456], length 88
09:31:05.204147 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 48428:48516, ack 1, win 913, options [nop,nop,TS val 425455665 ecr 40404707], length 88
09:31:06.205914 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 48516:48604, ack 1, win 913, options [nop,nop,TS val 425456667 ecr 40404957], length 88
09:31:07.207740 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 48604:48692, ack 1, win 913, options [nop,nop,TS val 425457669 ecr 40405207], length 88
09:31:08.209575 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 48692:48780, ack 1, win 913, options [nop,nop,TS val 425458671 ecr 40405458], length 88
09:31:09.211457 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 48780:48868, ack 1, win 913, options [nop,nop,TS val 425459673 ecr 40405708], length 88
09:31:10.213191 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 48868:48956, ack 1, win 913, options [nop,nop,TS val 425460675 ecr 40405959], length 88
09:31:11.215086 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 48956:49044, ack 1, win 913, options [nop,nop,TS val 425461677 ecr 40406209], length 88
09:31:12.216838 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 49044:49132, ack 1, win 913, options [nop,nop,TS val 425462679 ecr 40406460], length 88
09:31:13.219804 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 49132:49220, ack 1, win 913, options [nop,nop,TS val 425463682 ecr 40406710], length 88
09:31:14.221593 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 49220:49308, ack 1, win 913, options [nop,nop,TS val 425464684 ecr 40406961], length 88
09:31:15.223317 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 49308:49396, ack 1, win 913, options [nop,nop,TS val 425465686 ecr 40407211], length 88
09:31:16.225184 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 49396:49484, ack 1, win 913, options [nop,nop,TS val 425466688 ecr 40407462], length 88
09:31:17.226992 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 49484:49572, ack 1, win 913, options [nop,nop,TS val 425467690 ecr 40407712], length 88
09:31:18.228788 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 49572:49660, ack 1, win 913, options [nop,nop,TS val 425468692 ecr 40407963], length 88
09:31:19.230612 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 49660:49748, ack 1, win 913, options [nop,nop,TS val 425469694 ecr 40408213], length 88
09:31:20.232433 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 49748:49836, ack 1, win 913, options [nop,nop,TS val 425470696 ecr 40408464], length 88
09:31:21.234258 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 49836:49924, ack 1, win 913, options [nop,nop,TS val 425471698 ecr 40408714], length 88
09:31:22.236118 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 49924:50012, ack 1, win 913, options [nop,nop,TS val 425472700 ecr 40408964], length 88
09:31:23.239060 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 50012:50100, ack 1, win 913, options [nop,nop,TS val 425473703 ecr 40409215], length 88
09:31:24.240802 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 50100:50188, ack 1, win 913, options [nop,nop,TS val 425474705 ecr 40409466], length 88
09:31:25.242573 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 50188:50276, ack 1, win 913, options [nop,nop,TS val 425475707 ecr 40409716], length 88
09:31:26.244425 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 50276:50364, ack 1, win 913, options [nop,nop,TS val 425476709 ecr 40409967], length 88
09:31:27.246364 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 50364:50452, ack 1, win 913, options [nop,nop,TS val 425477711 ecr 40410217], length 88
09:31:28.248021 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 50452:50540, ack 1, win 913, options [nop,nop,TS val 425478713 ecr 40410468], length 88
09:31:29.250028 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 50540:50628, ack 1, win 913, options [nop,nop,TS val 425479715 ecr 40410718], length 88
09:31:30.251686 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 50628:50716, ack 1, win 913, options [nop,nop,TS val 425480717 ecr 40410968], length 88
09:31:31.253547 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 50716:50804, ack 1, win 913, options [nop,nop,TS val 425481719 ecr 40411219], length 88
09:31:32.255367 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 50804:50892, ack 1, win 913, options [nop,nop,TS val 425482721 ecr 40411469], length 88
09:31:33.258299 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 50892:50980, ack 1, win 913, options [nop,nop,TS val 425483724 ecr 40411720], length 88
09:31:34.260195 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 50980:51068, ack 1, win 913, options [nop,nop,TS val 425484726 ecr 40411970], length 88
09:31:35.261811 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 51068:51156, ack 1, win 913, options [nop,nop,TS val 425485728 ecr 40412221], length 88
09:31:36.263661 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 51156:51244, ack 1, win 913, options [nop,nop,TS val 425486730 ecr 40412471], length 88
09:31:37.265502 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 51244:51332, ack 1, win 913, options [nop,nop,TS val 425487732 ecr 40412722], length 88
09:31:38.267360 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 51332:51420, ack 1, win 913, options [nop,nop,TS val 425488734 ecr 40412972], length 88
09:31:39.269379 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 51420:51508, ack 1, win 913, options [nop,nop,TS val 425489736 ecr 40413223], length 88
09:31:40.270928 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 51508:51596, ack 1, win 913, options [nop,nop,TS val 425490738 ecr 40413473], length 88
09:31:41.272736 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 51596:51684, ack 1, win 913, options [nop,nop,TS val 425491740 ecr 40413724], length 88
09:31:42.274568 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 51684:51772, ack 1, win 913, options [nop,nop,TS val 425492742 ecr 40413974], length 88
09:31:43.277712 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 51772:51860, ack 1, win 913, options [nop,nop,TS val 425493745 ecr 40414225], length 88
09:31:44.280269 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 51860:51948, ack 1, win 913, options [nop,nop,TS val 425494748 ecr 40414475], length 88
09:31:45.282132 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 51948:52036, ack 1, win 913, options [nop,nop,TS val 425495750 ecr 40414726], length 88
09:31:46.283812 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 52036:52124, ack 1, win 913, options [nop,nop,TS val 425496752 ecr 40414976], length 88
09:31:47.285645 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 52124:52212, ack 1, win 913, options [nop,nop,TS val 425497754 ecr 40415227], length 88
09:31:48.287459 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 52212:52300, ack 1, win 913, options [nop,nop,TS val 425498756 ecr 40415477], length 88
09:31:49.289269 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 52300:52388, ack 1, win 913, options [nop,nop,TS val 425499758 ecr 40415728], length 88
09:31:50.291071 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 52388:52476, ack 1, win 913, options [nop,nop,TS val 425500760 ecr 40415978], length 88
09:31:51.293045 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 52476:52564, ack 1, win 913, options [nop,nop,TS val 425501762 ecr 40416229], length 88
09:31:52.295867 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 52564:52652, ack 1, win 913, options [nop,nop,TS val 425502765 ecr 40416479], length 88
09:31:53.297770 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 52652:52740, ack 1, win 913, options [nop,nop,TS val 425503767 ecr 40416730], length 88
09:31:54.300461 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 52740:52828, ack 1, win 913, options [nop,nop,TS val 425504770 ecr 40416980], length 88
09:31:55.302123 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 52828:52916, ack 1, win 913, options [nop,nop,TS val 425505772 ecr 40417231], length 88
09:31:56.303970 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 52916:53004, ack 1, win 913, options [nop,nop,TS val 425506774 ecr 40417481], length 88
09:31:57.305791 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 53004:53092, ack 1, win 913, options [nop,nop,TS val 425507776 ecr 40417732], length 88
09:31:58.307670 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 53092:53180, ack 1, win 913, options [nop,nop,TS val 425508778 ecr 40417982], length 88
09:31:59.309454 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 53180:53268, ack 1, win 913, options [nop,nop,TS val 425509780 ecr 40418233], length 88
09:32:00.311376 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 53268:53356, ack 1, win 913, options [nop,nop,TS val 425510782 ecr 40418483], length 88
09:32:01.314219 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 53356:53444, ack 1, win 913, options [nop,nop,TS val 425511785 ecr 40418734], length 88
09:32:02.316035 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 53444:53532, ack 1, win 913, options [nop,nop,TS val 425512787 ecr 40418984], length 88
09:32:03.317809 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 53532:53620, ack 1, win 913, options [nop,nop,TS val 425513789 ecr 40419235], length 88
09:32:04.319584 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 53620:53708, ack 1, win 913, options [nop,nop,TS val 425514791 ecr 40419485], length 88
09:32:05.321484 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 53708:53796, ack 1, win 913, options [nop,nop,TS val 425515793 ecr 40419736], length 88
09:32:06.323138 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 53796:53884, ack 1, win 913, options [nop,nop,TS val 425516795 ecr 40419986], length 88
09:32:07.325251 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 53884:53972, ack 1, win 913, options [nop,nop,TS val 425517797 ecr 40420237], length 88
09:32:08.326833 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 53972:54060, ack 1, win 913, options [nop,nop,TS val 425518799 ecr 40420487], length 88
09:32:09.328723 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 54060:54148, ack 1, win 913, options [nop,nop,TS val 425519801 ecr 40420738], length 88
09:32:10.330442 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 54148:54236, ack 1, win 913, options [nop,nop,TS val 425520803 ecr 40420988], length 88
09:32:11.333368 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 54236:54324, ack 1, win 913, options [nop,nop,TS val 425521806 ecr 40421239], length 88
09:32:12.335147 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 54324:54412, ack 1, win 913, options [nop,nop,TS val 425522808 ecr 40421489], length 88
09:32:13.336883 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 54412:54500, ack 1, win 913, options [nop,nop,TS val 425523810 ecr 40421740], length 88
09:32:14.339676 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 54500:54588, ack 1, win 913, options [nop,nop,TS val 425524813 ecr 40421990], length 88
09:32:15.341499 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 54588:54676, ack 1, win 913, options [nop,nop,TS val 425525815 ecr 40422241], length 88
09:32:16.343321 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 54676:54764, ack 1, win 913, options [nop,nop,TS val 425526817 ecr 40422491], length 88
09:32:17.345171 IP Broadcom.Home.37869 > 192.168.1.3.9888: Flags [P.], seq 54764:54852, ack 1, win 913, options [nop,nop,TS val 425527819 ecr 40422742], length 88
